#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568514248 >MARK LINGEN </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568513547 >JOHN EBERSOLE </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568477222 >AISHA SETHI </A>	Dermatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568435428 >PETER ANGELOS </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568426427 >AGNIESZKA ARDELT </A>	Vascular Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558778282 >ERNEST CHAN </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558719351 >CAROLINE KUHN </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558656108 >LEAH FINKEL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558604926 >JOHN ZEYER </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558532762 >MELISSA KREBS </A>	Neonatal-Perinatal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1558511907 >ROBERT GUZY </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548675226 >MARTIN CORONEL </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548649197 >ASHLEY SARVER </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548595101 >SARAH ORRIN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548594443 >CHANTAL LOBO </A>	Clinical Nurse Specialist, Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548560741 >ANDRES MORALES LA MADRID </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548525082 >MARIA SANA </A>	Personal Care Attendant	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548519416 >RODRIGO LEDEZMA ROJAS </A>	Urology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548458771 >JONATHAN DRESLINSKI </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1548223670 >JOSEPH PARRAVANO </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538434998 >JINGLU SUN </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538422563 >NOELLE LEFFORGE </A>	Psychologist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538421086 >JAIMEE HOLBROOK </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538401112 >EMILY BROUN </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538326632 >NAVIN PINTO </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538282736 >WILLIAM DOBYNS </A>	Clinical Genetics (M.D.)	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538228077 >PHILIP CONNELL </A>	Radiation Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538219563 >KRUTI ACHARYA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538210513 >HELENE RUBEIZ </A>	Neurology	<span style=color:black>525 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538210505 >KATE FEINSTEIN </A>	Pediatric Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1538148432 >ROBERT LITT </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528417912 >STEPHANIE KELLY </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528367836 >JOHN MILLER </A>	Orthopaedic Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528354842 >ALLISON CAVALLO </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528351350 >MEGAN MILLER </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528332632 >SANDRA NAAMAN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528328812 >JOLICA MARIE DOMDOM </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528320561 >JARRETT LINDER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528301397 >OMAR JILANI </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528269339 >PETER CATLETT </A>	Chiropractor	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528220167 >JAYMIE CLAIRE HENRY </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528132925 >ALLAN LONG </A>	Chiropractor	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528123742 >CATHERINE BACHMAN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1528120078 >HALINA BRUKNER </A>	Internal Medicine	<span style=color:black>1505 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518978295 >WILLIAM DALE </A>	Geriatric Medicine	<span style=color:black>659 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518385343 >PAUL CHENG </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518348036 >ANDREW PLATT </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518337823 >ALEXANDRA MASCHING </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518320704 >ANTHONY DELAPENA </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518316264 >CHRISTINE TIMMER </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518315514 >LESLIE MATAYA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518300425 >JAMES KATSIS </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518265131 >NINA SANTOS </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518257955 >NICOLE BENDIN </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518220557 >KATON FLOYD </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518120567 >MARY MCDONALD </A>	Anatomic Pathology & Clinical Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518022730 >MARTIN DAUBER </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518020031 >SAMUEL REFETOFF </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1518017557 >DEBORAH EDIDIN </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508849928 >JOSEPH LUDWICK </A>	Pediatric Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508800046 >ALICE POON-CHUE </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508271255 >MARTIN DUNCAN </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508215823 >JOSEPHINE JUNG </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508210535 >CARLEN YUEN </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508204488 >HERBERT HEDBERG </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508165093 >ADITI MEHTA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508144684 >STEPHEN KELLEHER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497956908 >JANET MACDOUGALL </A>	Nurse Anesthetist, Certified Registered	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497912091 >DAVID BRUSH </A>	Pulmonary Disease	<span style=color:black>818 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497806467 >DAVID YOUSEFZADEH </A>	Pediatric Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497795470 >DORIANE MILLER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497726368 >JOSEPH KAUFMAN </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497134365 >REBECCA PAPE </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497104673 >DUSTIN HARRIS </A>	Emergency Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497086722 >JOHN COLLINS </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497071773 >MICHAEL HUDSON </A>	Student	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497065338 >KUNAL DALAL </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497054944 >SARAH HILKERT </A>	Ophthalmology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1497019897 >MAUREEN LYONS </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487950010 >KATE COLE </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487821021 >MONICA LANE </A>	Pharmacist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487787602 >ISIL HALAC </A>	Pediatric Endocrinology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487771150 >JAMES MITCHELL </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477948040 >MARIE MCKINNON </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477933042 >ANNA RODENBOUGH </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477928281 >BRITTANY WOLFE </A>	Physician Assistant, Medical	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477902302 >NATALIE TAPASKAR </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477902187 >KENDALL KLING </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477843951 >CHARLIE WRAY </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477843423 >DANIEL RUBIN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477817815 >MICHELLE MARTINCHEK </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477736676 >KATHERINE THOMPSON </A>	Internal Medicine	<span style=color:black>1736 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	15.4	( peers 16.6)	
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477605152 >SHANE MEEHAN </A>	Anatomic Pathology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1477584043 >JO MCBEATH </A>	Family Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467890699 >BRIAN STEINER </A>	Pediatric Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467832428 >ROBERT SANCHEZ </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467824888 >TIWANA RIVERS </A>	Nurse Practitioner, Family	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467808162 >CHRISTOPHER FERNANDES </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467802108 >MIRIAM BALTUANO SONGHURST </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467778134 >DAVID SCHACHT </A>	Body Imaging	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467763599 >REBECCA GARCIA SOSA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467758615 >MARIE KIM </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467716977 >JENNIFER VENERIS </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1467504142 >JAMES VARDIMAN </A>	Clinical Pathology/Laboratory Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457789315 >AUDREY OETOMO </A>	Nurse Practitioner, Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$	<A HREF=https://projects.propublica.org/vital-signs/doctor/1457766198 >CRYSTAL CASTANEDA </A>	Pediatrics	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
